library,P1L1,P2L1,P1H1,P2H1,P3L1,P3H1,P1L2,P2L2,P1H2,P2H2,P3L2,P3H2
OG0003566:,617,1721.01,1154,1482.76,923.18,1635.75,1788,1608.9,1512.01,1631.12,1078.12,1492
OG0003567:,15.11,8.71,43.62,4.49,6.99,80.21,314.83,278.71,37.61,217.04,144.41,191.89
OG0003568:,615.55,952.2,941.99,394.01,982.3,892.91,1914,2286.78,1035.99,1809.1,1722.23,2052.48
OG0003569:,61.42,47.53,122.74,47.54,90.47,153.9,477.52,579.99,109.02,584.13,325.28,391.95
OG0003570:,0,11,17.1,3,12.78,55.75,10,1963.32,0,11.74,4.44,139.12
OG0003571:,66.4,61.92,119.58,116.57,100.81,188.8,861.7,1087.55,262.87,1139.98,413.62,458.34
OG0003572:,581.75,1407.24,1189.22,641.38,1030.05,888.36,1430.05,1516.5,568.7,1589.17,1089.64,1947.43
OG0003573:,320.75,515.82,650.61,198.31,529.46,655.79,1502.72,1199.94,335.01,1585.47,1187.85,1052.65
OG0003574:,1126.53,1589.95,2041.43,1302.13,2340.81,1879.27,3858.92,5373.29,1581.95,3782.62,2450.25,3402.47
OG0003575:,0,2,4,2,635,11,5,8,0,3,0,3
OG0003576:,2,14,8,10,30.57,138.05,28.76,3228.87,0,8.07,1,22
OG0003577:,100.73,941.94,284.03,984.59,196.71,227.17,604.06,354.78,1280.81,644.4,377.79,373.51
OG0003578:,2,6,64.99,38.97,5,5.99,230,42,7,125.01,85,54
OG0003579:,0,1,1,0,24,13.04,2,364,4,0,0,4
OG0003580:,0,0,4,2,1,4,207,4,5,0,2,7
OG0003581:,406.21,1397.69,890.08,1173.7,840.97,637.41,967.69,1307.85,896.29,1051.88,637.82,1451.11
OG0003582:,3,7,40.95,9,44.01,200,22,364.75,10.81,1,1,4.99
OG0003583:,203.21,806.47,267.9,203.14,462.76,412.9,406.4,350.71,29.01,136.33,0,24
OG0003584:,0,0,3.77,0,12.05,30.37,0,56.58,67,2,2,30.01
OG0003585:,12.01,19.23,32,79.99,25,32,241.01,191.98,33.99,259,285,94.99
OG0003586:,1,5,5,0,25,75,6,282,0,4,0,14
OG0003587:,37,270.01,184.9,194.95,41.17,90.55,41.2,67.6,47,30.37,28.52,30.53
OG0003588:,20.85,108.51,164.29,41.04,103.48,256.64,111.34,72.16,49.21,173.44,90.27,187.14
OG0003589:,136.99,300.11,336.93,198.67,205.16,293.89,500.16,539.6,232.21,570.52,325.84,492.95
OG0003590:,0,22.99,6,0,54.03,55.95,7,186.41,13.2,5,2,5.55
OG0003591:,2,46,18,0,114.24,98.33,8.56,338.16,43.04,1,0,17.88
OG0003592:,45.28,26.88,77.88,93.67,50.99,650.59,92.82,215.13,146.05,132.46,31,108.93
OG0003593:,10,55,28,14,74.06,161,143.05,1109.75,35.46,133.42,70,122
OG0003594:,80.01,386.66,192,158.26,292.06,316.32,519.99,300.12,123.57,352.23,211.36,286.58
OG0003595:,43.8,93.06,92.01,51.09,47.18,76.16,278.14,329.35,164.85,287.87,185.75,212.33
OG0003596:,3,11.95,1,3,76.85,132.86,0,1416.31,0,15,2,5
OG0003597:,2,5,27.98,50.01,20,43.69,92.22,110,218.64,313.24,128,78.14
OG0003598:,0,0,2,0,14,62,6,231.51,1,0,0,0
OG0003599:,178.8,376.41,326.37,136.87,371.49,288.84,763.68,924.98,232.17,617.3,560.42,460.04
OG0003600:,0,3,4,1,2,7,0,255.04,0,0,0,1
OG0003601:,6,1,27.08,1,9,13,16,298,9,1,0,36
OG0003602:,908.25,7574.44,1688.27,3941.52,1229.47,1213.71,1777.44,1935.14,1707.66,1619.38,833.03,1282.34
OG0003603:,33,44.01,85,60.99,38,103,527.87,688.14,247.01,774.9,336.99,355
OG0003604:,887.14,1606.65,1055.33,1348.98,1896.78,1105.31,1684.45,2077.95,1254.46,2043.79,653.14,1159.48
OG0003605:,39.04,2.93,45.52,2.01,93.99,43.52,312.77,394.53,184.61,396.66,96.61,194.48
OG0003606:,486.42,933.21,789.96,544.72,807.07,777.65,1069.48,979.74,343.41,1090.56,642.25,716.5
OG0003607:,0,9,16,5,113,218.17,14,585.66,0.9,2,0,23
OG0003608:,713.78,1132.29,984.09,421.29,759.39,807.89,1774.28,2443.01,557.19,1442.46,918.08,1365.95
OG0003609:,39.99,89,102,20,40,112.03,437.03,424,184.99,513.6,322,208
OG0003610:,454.32,795.43,816.82,542.2,946.97,1010.61,1513.45,1589.3,529.01,1561.19,864.6,1191.23
OG0003611:,40.22,201.9,74.81,124.35,50.74,58.59,443.25,648.09,129.05,514.8,307.82,447.24
OG0003612:,1860.36,8106.37,3300.51,4353.17,3681.45,4037.48,9413.01,6633.69,5196.2,6278.54,3454.3,4634.28
OG0003613:,2,3.02,10,2,114.02,26.97,22.93,268.03,31.24,0,0,376.64
OG0003614:,127.86,835.7,307.98,189.31,393.2,245.55,922.48,1037.97,584.31,914.43,861.62,848.88
OG0003615:,10.4,79.94,229.39,106.09,85.23,277.88,638.8,506.43,155.44,746.59,286.91,955.75
OG0003616:,258.8,423.92,539.1,202.02,672.34,547.73,1552.69,1903.01,539.87,1995.78,1433.24,1446
OG0003617:,664.51,893.16,1137.38,691.97,1199.42,990.01,2244.8,2884.13,1074.62,2387.27,1785.85,1820.25
OG0003618:,0,118,3,2,5,134,71,269.3,10,1,0,29.45
OG0003619:,6280.36,4539.33,7567.3,1455.15,9442.53,5226.56,22172.96,16098.27,4064.66,16728.68,17088.24,15538.22
OG0003620:,551.65,1307.94,1151.01,2157.55,1123.01,878.84,2577.2,2961.32,2704.76,2513.47,1574.6,1666.43
OG0003621:,166.71,389.05,456.43,323.67,216.73,360.77,1299.61,1361.5,1075.87,1653.01,496,1095.57
OG0003622:,7,115,75,53.34,64.99,107.41,900.31,959.96,299.93,929,967.37,522.24
OG0003623:,1,2,3,0,26,42,7,130,0,0,0,23
OG0003624:,6.03,9,45,4,1242.81,26,46,32,4,5,1,158.17
OG0003625:,10.03,19,38,28.02,52.01,40.02,202,313.49,116,176.67,185,317.69
OG0003626:,18,8,124.05,21.01,13,80.04,49.99,117.99,8,116.34,117,225.01
OG0003627:,0,1,7,16,2.05,61,7.1,137.96,2,0,1,51.94
OG0003628:,3,8,17,7,11,22,19,71,0,9,0,988.19
OG0003629:,566,575.9,999.99,262,713.99,1355.8,1396.01,2439.01,415.88,1524,1245.8,1189
OG0003630:,753.35,1395.48,1732.42,292.3,1193,1695.04,2278.88,2293.07,732.01,2126.46,1160.02,1780.01
OG0003631:,2010.66,3102.03,3903.69,2437.02,2882.52,2966.11,4310.09,3902.44,2073.03,3704.78,3330.79,3153.66
OG0003632:,27.77,546.77,3162.92,533.28,127.59,205.24,126.81,3766.98,24.15,692.95,104.01,48.87
OG0003633:,494.17,379.2,798.93,549.6,1150.29,1289.87,1653.41,1416.92,1274.44,1646.16,745.8,1906.71
OG0003634:,233,238,460.04,129.5,464,471,1019.01,1264.35,351,1435,1330.01,1290.99
OG0003635:,2,16.55,28.01,17.15,74.22,49.56,132.48,313.31,117.21,235.2,175.43,134.8
OG0003636:,333.06,602.77,1049.06,485.38,738.19,1495.11,1475.82,1572.91,403.11,1746.51,766.3,1296.58
OG0003637:,226.25,805.3,308.31,555.7,385.04,382.29,109.13,31.6,6.13,431.06,13.74,56.55
OG0003638:,274.56,148.77,461.82,295.8,6076.09,570.41,1269.22,1332.27,420.42,1348.82,912.2,1193.82
OG0003639:,10.26,33.02,22.05,8.99,63.48,265.46,34.02,742.17,94.08,9.02,2.26,29.62
OG0003640:,675.63,973.3,1636.25,558.2,1062.33,1049.45,1634.17,1388.27,553.76,1230.42,1134,1461.88
OG0003641:,454.51,625,832.73,472.34,568.89,573.3,1468.56,679.82,266.73,897.27,532.45,920.33
OG0003642:,8.31,8.74,17.3,19.9,34.91,50.74,96.77,314.71,19.21,36.2,35.28,265.5
OG0003643:,223,174.99,534.97,124,850.99,450.99,1191.82,1303.36,215,1902.95,601,790.02
OG0003644:,419,781.24,795.37,405.02,964.16,870.03,1907.74,1760.62,595.94,1645.12,942.68,1430.16
OG0003645:,151.42,259.61,344.68,174.69,167,228.47,479.81,356.9,154.2,437.22,161.5,256.96
OG0003646:,19.88,108.35,41.47,40.07,156.61,138.24,264.61,1971.81,117.31,231.51,269.85,250.94
OG0003647:,16.12,101.65,42.52,42.94,172.38,168.75,354.4,2262.37,138.68,366.5,381.17,336.05
OG0003648:,0,0,3,2,5,21,0,274.01,1.29,2,0,12
OG0003649:,130,401.06,386.76,173,165,398.99,755.99,447,275,740,386,546.11
OG0003650:,67.67,152.16,153.35,163.75,115.96,145.37,785.39,1186.37,346.77,636.86,253.42,551.44
OG0003651:,2.88,0,11,24,7,8,80,67.01,17,92,30,27
OG0003652:,115.15,119,302.88,64.98,632.51,207.08,858.23,1199.68,379.12,976.04,740.87,490.88
OG0003653:,413.9,1234,1047.81,1515.6,1360.58,1027.06,836.9,1091.41,1548.98,981,611.8,747.96
OG0003654:,408.42,704.26,1041.7,391.31,1133.84,545.59,1015.94,1035.98,384.31,848.13,908.92,617.39
OG0003655:,694.77,1363.24,1935.39,334.13,2644.94,2264.42,3501.07,3840.23,879.88,3563.03,4388.03,2520.49
OG0003656:,317.39,882.61,593.88,291.15,764.86,707.07,853.27,978.29,340.08,1023.81,714.35,1009.6
OG0003657:,3959.51,1916.3,3850.71,569.54,4049.86,2128.64,9490.28,11028.29,3642.45,7026.46,6204.45,4718.49
OG0003658:,31.18,94.08,90.08,16.03,104.12,91.39,437.07,701.9,247.97,526.7,414.9,586.47
OG0003659:,32.99,88.01,894.01,141,301,677,2054.81,518,478,382,286,298.01
OG0003660:,203.48,257.96,608,217,651,461.99,778.01,995.01,173,1124.98,575.02,591.02
OG0003661:,38.64,198.57,190.11,76.64,265.62,147.03,481.01,523.56,240.88,604.04,296.3,389.61
OG0003662:,206.88,153.92,398.82,195.74,614.9,311.14,817.22,1174.83,282.47,903.65,487.46,684.29
OG0003663:,2362.59,6057.17,3886.4,4195.56,3695.25,3413.09,5779.88,5834.51,4035.59,5283.12,3686.28,5454.03
OG0003664:,0,4,0,3,3,4,0,57,0,0,0,56
OG0003665:,263.05,661.06,601.42,282.44,250.01,261.9,117.78,224.01,23.99,85,58,62.99
OG0003666:,34.34,73.37,134.55,48.96,97.01,165.88,873.14,712.82,212.03,998.99,648.78,765.96
OG0003667:,156.67,920.35,252.86,200.28,318.92,603.21,1058.51,1319.16,500.63,1317.45,865.43,787.22
OG0003668:,18.35,71.24,79.26,48.37,44.28,89.81,105.48,149.16,52.58,157.44,58.35,21
OG0003669:,34.88,99.88,241.07,22.18,53.83,82.22,255.87,582.65,38.66,371.94,328.64,167.09
OG0003670:,1,24,21,5,75.02,51,20,786.01,70.13,6,1,231.07
OG0003671:,102.05,123.86,239.36,149.27,142,258.3,878.94,732.58,372.03,1395.17,1190.13,661.96
OG0003672:,98.13,132.42,312.97,82.67,349.26,220.55,564.05,334.94,131.7,593.53,190.24,350.73
OG0003673:,16.7,111.28,81.57,104.46,45.9,109.81,426.79,522.93,242.58,269.3,246.75,341.07
OG0003674:,12.63,81.53,64.47,26,33.75,33,46.3,69.01,16,88.15,41,13.36
OG0003675:,782.85,1733.34,1686.41,527.6,1842.77,1961.83,992.89,1558.13,360.34,1683.73,617.49,993.63
OG0003676:,1529.23,1339.83,2063.55,793.39,1566.05,2296.03,6257.19,6796.82,1501.65,4998.97,5082.69,5547.75
OG0003677:,68.96,98.72,138.03,111.14,189.34,133.44,284.36,294.6,166.32,273.03,162.32,131.38
OG0003678:,305,231.98,297.44,431.07,64,276.99,387,399,591.75,398,139,185
OG0003679:,32.41,64.44,279.76,51.24,254.99,279.08,1249.03,1388.05,920.74,1340.55,1614.52,1062.07
OG0003680:,83.19,83.09,231.8,76.73,184.23,264.55,1839.48,1500.43,632.22,2216.75,2078.95,1251.1
OG0003681:,7019.99,3826.93,13404.45,3515.62,15436.81,11316.34,46480.58,46077.06,15387.2,55555.03,43437.92,39881.38
OG0003682:,39.06,51.05,134.49,31.41,111.3,141.39,587.04,1035.74,238.2,583.64,475.82,512.17
OG0003683:,67.89,111.86,158.58,125.99,81.99,122.75,180.87,155.95,45.82,212.05,125.12,125.91
OG0003684:,84.25,73.92,289.56,71.47,174.73,263.19,951.24,1113.45,319.71,1495.12,1523.78,1010.43
OG0003685:,246,1256.01,733.89,296,373.99,523,470.7,469.05,206.1,436,368.35,367.99
OG0003686:,631.18,1450.29,874.58,319.59,729.45,847.62,866.16,876.56,189.76,1120.46,357.86,764.39
OG0003687:,176.73,2062.07,526.74,1212.29,363.92,388.67,762.08,707.61,1292.87,795.35,531.06,699.19
OG0003688:,4150.23,7479.6,8227.22,4451.02,10818.86,7481.77,12582.02,14985.49,4989.74,13734.34,7602.47,11884.57
OG0003689:,117,789.04,160.07,94.55,14.99,266,358.84,196.83,206,380,319.99,79
OG0003690:,1,33.46,3.03,5.78,27,60,8,401.14,10,0,0,34.7
OG0003691:,1,0,13.01,2,19,65.95,7,1181.29,7,5,2,25
OG0003692:,836.85,2660.69,2182.05,991.9,1175.48,2131.52,2846.92,3474.83,813.84,2883.7,1723.21,2172.23
OG0003693:,192,442.9,429,246.54,274.01,701.08,2055.29,2424.83,1108.31,2047.47,1815.74,1991.25
OG0003694:,573.74,737.5,2321.27,603.68,1333.38,2400.62,11403.56,8402.59,2476.33,15851.83,9348.6,9359.2
OG0003695:,176.9,169.75,396.99,212.88,251.02,363.57,1834.28,1841.97,547.78,1326.77,918.27,1414.29
OG0003696:,10.07,19.58,45.54,12.08,30.75,124.03,311.89,410.73,246.27,281.79,367.39,429.32
OG0003697:,118.54,143.3,197.88,188.98,137.28,323.43,705.27,991.99,235.18,722.26,431.74,439.04
OG0003698:,1198.89,4658.05,2643.43,1316.81,1960.81,2068.35,2613.57,2480.53,851.8,2408.52,1387.23,2107
OG0003699:,26,40.87,96.22,111.6,55,119.3,467.99,570.01,188,682.6,459.06,492.33
OG0003700:,0,0,1,5.99,21.01,38,9,1210.76,0,3.96,1,35.01
OG0003701:,131.98,114.02,233.42,93.3,35.21,257.93,330.44,802.77,133.72,413.74,125.87,325.88
OG0003702:,3.69,31,17.17,13,71.67,14.82,32.59,54.87,34.48,58.49,16.44,40.38
OG0003703:,0,3,1,0,2,10,2,223.83,0,2,1,6
OG0003704:,462.93,1145.3,1187.3,887.31,1505.32,797.55,1666.45,1730.68,774.95,1538.77,918.14,1099.68
OG0003705:,24.58,165,37.04,37,16.19,35,160.87,122.99,11,149.01,29.01,21
OG0003706:,129.59,151.23,194.4,165.97,288.93,136.16,465.88,543.5,367.4,542.43,351,301.78
OG0003707:,9,45.3,75.45,50.28,32,67.69,436.86,432.59,155.01,432.29,349.02,619.23
OG0003708:,104,119,223.46,125.97,234.49,184.04,369.07,410.03,153.42,260.27,166.51,223.97
OG0003709:,22.52,198.08,54.91,71.37,24.85,55.42,79.63,148.83,17.55,267.54,45.23,102.09
OG0003710:,178,241,332,253.32,388.98,379.08,1842.6,1868.48,805.18,1978.97,984.14,1379.69
OG0003711:,8,18.49,12,48,24,27,141.01,90.37,12.98,45,158.46,72
OG0003712:,212.32,319.85,882.08,443.95,794.38,910.76,6895.32,3313.35,867.08,3729.08,3049.27,5320.53
OG0003713:,1773.79,1850.42,3221.3,895.6,3454.02,2713.86,10664.46,13417.36,3565.29,17209.48,16003.79,5858.95
OG0003714:,880.28,767.03,2133.7,545.85,1734.8,1730.51,7047.37,7629.24,2794.83,8228.83,7170.32,6001.15
OG0003715:,340.99,571,981.11,299.7,2078.39,509.09,835.54,677.92,440.51,543.01,281.95,1121.88
OG0003716:,115.56,166.84,277.19,329.88,317.29,202.39,326.87,386.15,88.16,317.48,206.01,244.94
OG0003717:,168,145.43,382.09,150.27,311.91,276.14,1069.28,1989.07,437.39,1375.3,815.78,1032.42
OG0003718:,84.72,232,115.99,370.71,86.36,150,154.86,187.98,31,164,68,191.19
OG0003719:,6317.63,19961.75,29309.8,12862.15,23125.64,42153.77,46849.67,46177.43,13705.18,61865.86,19513.1,89040.13
OG0003720:,100.02,101.64,209.51,54.98,136.6,199.33,950.48,660.53,389.27,649.83,675.67,394.21
OG0003721:,87.99,239.97,197.46,51,157.87,241,351.45,411.03,187,1285.01,244.51,373
OG0003722:,42.81,86.07,78.85,57.92,72.19,92.7,417,661.13,194.58,564.03,219.16,387.62
OG0003723:,177.63,301.27,329.58,221.37,484.06,430.08,747.92,935.68,170.56,931.18,424.12,738.88
OG0003724:,372.97,340.22,716.22,209.04,852.29,829.64,3974.57,4057.67,944.19,3596.99,2262.73,3504.24
OG0003725:,791.24,3216.41,2079.57,1892.67,2173.93,1625.06,2274.96,2477.6,2437.73,2551.74,1621.67,1840.39
OG0003726:,0,12,5,1.98,26.77,48.46,3,362.09,17.7,5,0,17.88
OG0003727:,322.11,733.66,1042.97,306.28,1731.42,892.26,490.53,1143.32,172.03,802.74,376,698.38
OG0003728:,5,3.77,3,5.33,8,33,5,540.69,3.85,5,0,24.5
OG0003729:,266.62,439.21,568.71,199.91,722.02,677.79,1130.3,1049.38,442.49,974.78,652.46,959.1
OG0003730:,18,67.01,102,41.01,80.81,71.17,231.68,180.49,74,250.91,138,197.23
OG0003731:,5,11.02,26,38.41,36.99,27.09,307.78,162.14,49.99,203.65,57.21,92.48
OG0003732:,1,9,6,0,14,31,5,39,5,3,0,16
OG0003733:,3,0,2,0,18,24,48.04,178.19,8,0,0,16
OG0003734:,48.15,16.04,102.12,54.79,40.31,83.27,398.66,704.04,307.18,543.86,309.61,310.92
OG0003735:,4,46.01,27.62,10.99,441.98,342.67,29.96,8654.54,21.34,26.13,7,144.42
OG0003736:,10,129,119.87,63.57,174.09,331.23,896.49,713.19,70.02,897.17,635.94,28
OG0003737:,119.1,169.24,298.29,190.58,309.53,407.57,1374.41,1392.05,524.51,2664.93,927.52,999.62
OG0003738:,11,471.72,368.82,134.84,100.81,912.58,156.94,953.73,193.96,174.13,773.72,1180.15
OG0003739:,1426.67,3619.43,3451.8,2906,3443.79,2863.93,4873.27,5929.66,2488.9,5910.76,3178.89,4062.87
OG0003740:,448.79,760.79,882.63,222.34,1122.68,900.09,1032.66,1434.74,486.08,1916.3,602.88,980.49
OG0003741:,412.91,455.78,1264.4,288.48,600.3,687.03,1709.57,1992.57,618.95,1797.53,1530.75,1393.33
OG0003742:,241.97,402.22,573.78,181.98,413.64,624.4,1474.55,1779.99,583.16,1721.7,1289.86,1427
OG0003743:,0,24,39.31,1,125.82,134.97,40.97,1537.36,133.12,30,2,123.73
OG0003744:,0,4,1,0,47,11,6,229.92,0,0,0,0
OG0003745:,3,70.71,48.68,10.88,12.01,28.92,6,7,15.99,275.18,107.5,42.28
OG0003746:,0,18,4,1,31,46,1,396.99,11.83,2,0,12
OG0003747:,735.37,1329.51,1321,469.2,1478.53,1039.69,1814.52,1863.11,417.35,1920.01,1211.65,1290.38
OG0003748:,23,20,19,27,5,3.99,176.99,123,32.99,198,160.99,132.99
OG0003749:,149.94,396.46,393.75,282.1,281.04,521.49,645.28,839.11,305.69,782.82,479.81,580.95
OG0003750:,57,113,240.24,87.41,124.01,233.82,694.02,491.04,62.08,362.16,399.41,412.99
OG0003751:,1,2,10,2,24,89.44,10,788.25,2,1,0,33
OG0003752:,116.71,127.64,181.46,160.69,232.84,219.57,668.1,867.35,420.11,794.48,555.64,495.02
OG0003753:,758.36,2832.22,7254.94,188.99,14511.68,1371.98,3421.26,4007.09,8017.93,8016.97,1842.99,13861.48
OG0003754:,722.91,1026.27,1129.83,895.3,1270.07,1198.12,1963.61,2145.08,544.38,1815.65,1211.19,1699.9
OG0003755:,7.28,48,46.11,5,192.72,316.45,89.42,460.87,100.61,69.16,84.45,57.55
OG0003756:,3,25.82,27.65,11,39.02,300.54,19.39,2887.04,61.56,10,2,178.1
OG0003757:,152.08,208.47,219.19,140,197.97,188.63,367.76,492.87,210.76,294.77,575.53,410.82
OG0003758:,4.28,50.8,28.75,10.81,29.16,98.66,13.61,835.87,4,3.99,1.16,18
OG0003759:,200.27,1017.05,287.58,857.71,258.94,281.37,568.77,567.19,339.16,460.99,404.84,383.79
OG0003760:,14,400.78,46.1,10,235.9,616.31,43.46,109.11,126.74,5,0,204.78
OG0003761:,1,26.01,26.18,3,182.99,451,17,1005.85,4,11.99,0,102.01
OG0003762:,47.85,19.77,18.32,59.25,17.39,64,174.93,167.05,16.75,264.21,52.17,105.45
OG0003763:,322.01,729.01,1344.33,284.02,1307.14,1432.6,2005.34,2122.71,529.52,1842.73,2596.73,2418.52
OG0003764:,19.86,10.52,54.32,21.9,15.25,120.8,231.9,198.91,26.03,241.58,378.73,79.54
OG0003765:,72.72,558.1,193.76,191.46,136.02,232,101.35,132.55,6.16,118.56,79.98,72.92
OG0003766:,1537.57,1909.75,2272.22,1031.18,2353,2165.81,4489.71,3585.99,1846,3478.82,3049.96,3036.03
OG0003767:,220.62,369.33,526.52,250.8,321.21,397.24,1179.74,1471.67,413.25,1362.49,838.39,741.8
OG0003768:,455.05,735.54,943.73,433.52,1044.53,735.15,2487.48,2523.63,867.92,2009.88,1067.26,1371.16
OG0003769:,96.22,169.42,144.61,102.76,82.15,144.05,452.44,285.86,214.35,482.97,412.93,376.99
OG0003770:,342.79,285.03,471.47,252.87,396.03,396.68,1225.41,597.36,374.72,707.97,706.27,665.71
OG0003771:,17.15,22.3,16.91,12.68,24.18,90.91,23.4,792.23,3.33,4,3,69.31
OG0003772:,9141.23,8997.56,12910.34,5539.1,14536.3,13570.07,15740.84,30437.36,5658.99,36201.92,30229.99,12354.39
OG0003773:,1958.67,10574.75,4377.81,3043.14,2811.28,3169.96,3725.71,4338.32,2394.24,4486.15,2964.96,4545.22
OG0003774:,49.05,90.69,55.36,44.98,57.01,116.65,190.13,548.02,85.95,84.01,76.99,222.66
OG0003775:,225.14,146.11,260.98,522.56,485.63,467.19,851.71,917.78,248.75,940.28,836.34,629.97
OG0003776:,26.28,44,67.91,145.45,166.22,185.82,478.4,459.17,115.14,521.6,387.54,453.29
OG0003777:,563.59,1232.52,1961.35,628.2,1323.4,1584.01,3709.37,4039.39,1690.97,4482.57,2559.78,3497.26
OG0003778:,2192.43,4906.71,3819.25,3451.13,3845.11,3820.79,7050,6893.08,3358.23,7404.11,4860.73,6385.18
OG0003779:,4,40,9,16,202.34,159.95,20,3312.35,56.01,9,0,80.75
OG0003780:,28,27.99,73,100,167.99,159,1002,799.07,221,800,581,562.26
OG0003781:,3,5,1,1,12,32,5,883.89,4.04,1,0,81.99
OG0003782:,114.11,148.48,304.53,244.33,228.93,518.83,848.39,545.71,168.13,557.02,774.81,496.56
OG0003783:,186.53,256.06,482.5,116.92,567.31,336.99,930.6,1171.69,476.79,1023.3,894.36,758.53
OG0003784:,107.84,230.18,158.47,195.13,184.9,152.14,355.77,503.64,180.21,498.12,338.56,285.62
OG0003785:,84.29,137.46,164.34,140.85,211.06,272.52,1539.32,1252.01,471.11,1306.36,1084.81,1090
OG0003786:,195.78,974.42,484.18,923.11,586.18,345.8,727.47,839.98,984.12,626.36,673.6,608.95
OG0003787:,28.42,79.59,165.21,29.34,121.06,149.56,963.34,1061.55,575.17,980.3,728.33,742.14
OG0003788:,35.87,29.09,242,55.59,47.85,265.78,152.01,76.99,66.01,364.88,275.47,84.52
OG0003789:,376.11,620.63,484.59,359.07,670.09,326.44,1524.78,1086.35,623.34,1765.93,958.9,1138.44
OG0003790:,139.17,117.79,217.05,138.77,419.86,339.93,1168.3,1714.82,326.08,1703.69,661.6,1250.61
OG0003791:,64,433,142,932.81,148,100,169.12,164.01,118.45,186,80.99,102.02
OG0003792:,2321.31,6384.52,3586.51,3916.14,3698,3153.06,5357.93,6512.71,3394.77,4635.75,1988,3881
OG0003793:,1349.86,3957.57,2948.82,1312.29,2196.93,2181.36,3537.66,2708.12,1186.62,3593.34,2586.08,2568.54
OG0003794:,411.18,1113.26,1175.97,1065.25,1007.86,930.57,1092.64,1903.13,328,1210.38,565.65,681.68
OG0003795:,265,870.48,427.63,361.03,783.96,434.09,1525.14,1811.51,350.7,1596.64,795.16,907.2
OG0003796:,39.33,80.54,141.61,108.23,115.44,233.16,879.84,1483.86,484.98,918.89,599.7,827.37
OG0003797:,704.47,779.68,723.66,509.39,918.62,562.78,1320.14,1767,572.98,1683.99,907.84,901.36
OG0003798:,629.88,400.04,880.59,232.36,831.15,930.89,1137.93,976.09,557.99,1248.49,1303.98,1546.81
OG0003799:,2182,1904.53,3653.03,1316.76,2988.02,6105.42,24435.57,6854.65,1694.58,16270.82,11756.13,7345.94
OG0003800:,427.83,946.29,956.91,629.76,501.42,824.03,928.13,1188.74,643.75,1190.29,657.94,923.47
OG0003801:,3,7,38,7,13,20,1,351,1,1,1,596.24
OG0003802:,40,44,118.99,43,93,81.01,404.99,426.94,197,517.7,540.19,222
OG0003803:,237.99,1275.23,4298.45,480.62,2443.96,2651.42,1630.2,3239.85,769.99,2520.01,4378.35,2975
OG0003804:,0,2,12,6,106,112.01,10,1667.63,0,5,3,77
OG0003805:,61.32,109.67,103.81,100.97,114.19,163.09,448.14,496.86,41.51,266.2,363.17,240.03
OG0003806:,158.16,61.14,138.59,64.63,275.93,161.9,487,837.44,21.57,228.34,258.83,244.72
OG0003807:,102.02,157.84,114.71,168.26,159.64,193.94,373.5,514.02,174.46,608.66,405.21,244.73
OG0003808:,415.31,536.46,546.34,742.34,566,540.73,2080.3,1207.57,1182.48,1604.37,1071.74,1874.85
OG0003809:,2770.08,11709.71,4926.02,4546.51,3043.74,2841.7,4959.33,4516.97,2732.76,4870.96,3124.35,4573.54
OG0003810:,833.98,1218.51,1774.96,990.33,1448.85,1439.33,2888.34,2517.71,1605,3468.81,1653,2112.86
OG0003811:,0,207,2,0,16,101,31.99,1,60,3,0,111
OG0003812:,1,58.01,18,2,95,79.61,4,168.99,37.97,0,0,44.43
OG0003813:,987.91,1435.69,1982.23,989.46,2080.59,1622.3,3341.98,3284.19,1399.88,3508.23,1840.17,3497.77
OG0003814:,0,2,8,0,5,12,1,470.48,0,4,0,4
OG0003815:,7,3,24,0,11,13,29,136,2,3,0,23
OG0003816:,0,3,5,1,28,53,8,374,2,2,0,9
OG0003817:,11.39,69.66,16.36,146.87,72.52,29.26,42.26,148.21,16.13,80.53,18,38.02
OG0003818:,48.99,6,111,46.9,103,54.03,134.91,219.11,91.93,158.87,22.99,102.06
OG0003819:,24.5,72.28,44.43,202.8,121.98,79.18,85.36,399.51,95,185.61,184.63,88.83
OG0003820:,5.33,9.55,34.79,12.38,39.89,112.16,218.82,363.24,67.16,255.66,505.78,205.69
OG0003821:,56,7,41.45,53,68,117,272.35,195.48,13,401.01,64,121.01
OG0003822:,40.44,24.14,28.82,108.44,35.88,80.59,107.34,156.19,93.49,244.42,146.74,102.27
OG0003823:,429.03,1311.97,827.5,304.35,891.61,804.23,1319.66,1226.79,566.2,1410.71,644.11,756.72
OG0003824:,26.37,58.82,92.81,80.6,121.75,123.2,631.92,839.83,270.46,1084.61,783.75,649.06
OG0003825:,13.99,201.99,72,78,18.01,125,284,861,109.99,31,39.01,216
OG0003826:,17,152,71,93.47,56,154,527.99,328,318,362.01,201.54,320
OG0003827:,475.91,519.45,572.85,375.32,816.61,790.57,671.11,3054.66,307.32,1121.57,856.66,912.56
OG0003828:,13,0,33.05,22,28.01,52.76,998.26,42.69,36.44,595.25,521.21,40.41
OG0003829:,521.83,997.18,1331.92,715.18,1351.08,1135.66,2604.78,2486.43,1540.58,3019.7,1890.37,2626.93
