library,P1L1,P2L1,P1H1,P2H1,P3L1,P3H1,P1L2,P2L2,P1H2,P2H2,P3L2,P3H2
OG0012610:,109.88,202,302.34,161.13,274.11,178.16,473.16,704.17,217.39,594.2,382.01,369.63
OG0012611:,110.82,193.37,313.54,140.19,251.3,166.13,711.21,993.22,277.98,746.01,439.72,456.05
OG0012612:,729,707.09,1496.84,225.79,1193.15,519.24,1100.55,817.93,170.6,1196.79,717.54,530
OG0012613:,124.23,226.01,1098,492,227,155,72.01,2721.66,9,890.55,339,12
OG0012614:,0,3.01,7,3,71,115,12,638.01,9.55,6,0,9
OG0012615:,28.2,62.07,75.63,334.66,154.24,146.69,180.38,765.18,185.47,189.87,140.45,381.01
OG0012616:,1319.74,2261.89,2914.39,1111.71,1869.07,1966.78,3908.71,4231.76,1600.13,4586.51,3676.43,3245.68
OG0012617:,166.51,302.66,388.66,131.86,288.49,438.13,1631.95,1763.83,807.18,1788.33,1909.51,1488.86
OG0012618:,2,7,31.04,2,113.96,134.78,21,1903.06,1.72,9.06,3,107.66
OG0012619:,9,0.94,8.96,2,26.09,28.19,16,236.8,2,2,0,19
OG0012620:,85.81,98.04,127.95,88.82,177.88,132.1,230.88,240.5,53.89,213.5,148.3,198.07
OG0012621:,25,53,100.79,58.01,55,126.01,876.99,890.15,251.38,1251.11,640,664.99
OG0012622:,577.23,1210.41,1338.59,669.96,1296.7,922.05,1262.49,1500.78,553.82,1401.69,908.11,1325.89
OG0012623:,17.01,5,23.05,11,16,48.86,150,183.09,37.99,84,199,158.06
OG0012624:,102,96,324,61,399.09,393.01,962.48,553.83,134.99,711.03,560,761
OG0012625:,6658.31,9113.22,12370.67,5923.09,8694.89,11367.92,19499.88,16810.09,6974.59,20201.75,14349.66,14256.41
OG0012626:,151.45,190.13,297.73,90.21,266.64,186.79,888.08,402.58,125.22,761.88,314.35,721.05
OG0012627:,152.34,1494.37,461.39,602.43,194.55,185.43,86.62,79.97,28.53,158.57,22.58,57.97
OG0012628:,1112.55,890.2,1491.66,465.79,4318.04,2032.17,3164.11,2411.03,460.67,1265.47,13319.18,1056.81
OG0012629:,49.01,305,186,256,123.65,191.95,303,430.03,241.96,253,203.37,230
OG0012630:,1,30.15,19.06,8,6,4.74,142.01,99.94,36.79,109.25,84.82,41.05
OG0012631:,121.98,115.68,191.47,197.09,215.69,107.86,486.97,477.91,154.18,419.23,214.32,384.41
OG0012632:,226.22,165.71,485.68,141.51,526.62,466.47,1071.51,933.52,177.12,1111.54,491.98,781.35
OG0012633:,254.31,1157.85,458.98,381.17,273.97,236.75,96.64,67.79,74.5,127.48,91.26,183.76
OG0012634:,553,79,78.01,686.58,1053,350.38,33,1751.48,79,10,4,14
OG0012635:,1,9,6,1,20,140,9.99,806,9.02,2,0,21
OG0012636:,208,305,286,114.12,198,297,757.95,1099.67,323.22,1381.15,897,692.46
OG0012637:,21,339.31,79.99,115.38,93.62,105,36,12,8,13,16,15
OG0012638:,140.95,194.04,169.64,371.77,200.78,254.94,407.76,219.15,97.94,238.27,299.14,255.87
OG0012639:,53.75,37.13,112.83,64.26,89.25,185.07,1035.18,1092.59,513.04,1321.02,796.83,888.98
OG0012640:,193.52,338.1,357.6,227.35,346.63,367.61,311.87,376.67,97.8,295.48,189.16,282.9
OG0012641:,1,4,3,2,29.99,44,2,289,1,4.2,1,13
OG0012642:,0,6,6,4,63,38,68,858,36,61,73.92,114
OG0012643:,2251.99,7060.54,5668,4764.61,4945.92,4515,6873.64,6983.98,5135.57,6819.14,5293.6,6364.99
OG0012644:,0,3,2,2,4,7,2,184.07,0,0,0,3
OG0012645:,2,0,2,0,5,5,10,60.02,6.09,0,3,217
OG0012646:,19.82,87.55,79.72,39.21,80.92,96.63,665.96,941.76,226.26,702.08,568.32,457.24
OG0012647:,114,153,211.01,101,239,166,376.01,232,161.01,355.98,135,68
OG0012648:,199.52,235.23,452.97,301.19,324.84,601.95,2453.83,2276.53,1748.45,2509.79,1953.52,2744.17
OG0012649:,517.79,860.52,1355.17,209.54,1035.2,1337.59,1383.37,1705.09,526.73,1711.69,1530.81,1229.45
OG0012650:,108.23,182.85,244.85,427.61,334.13,324.59,396.64,384.49,138.32,384.36,283.17,285.39
OG0012651:,28,9,40,19.41,41,31.98,155.98,95,38,260,150,193.61
OG0012652:,352.9,1550.59,544.53,462.94,303.13,415.06,458.2,265.19,416.56,422.29,382.03,384.76
OG0012653:,0,1,3,0,15.88,46,2,184.05,2,5,1,23
OG0012654:,4.32,23.09,10.76,6.99,34.62,91.14,23.94,1721.46,48.58,14.95,10.49,625.09
OG0012655:,29,56.04,125,34.01,97.54,200.14,128.06,181.01,27,293.71,87,116
OG0012656:,20.12,30.63,61.46,24.38,40,111.25,508.41,429.38,167.73,300.17,266.78,174.72
OG0012657:,73.61,47.96,113.08,46.02,122.24,293.39,500.12,361.47,187.21,389.2,310.21,287.51
OG0012658:,22.99,21,89.94,38.99,70,37.99,487.99,497,136,329,227.63,403
OG0012659:,99.54,90.1,154.77,110.6,44.1,122.63,201.4,182.53,30.8,113.71,70.26,47.72
OG0012660:,46.25,99.87,72.63,57.72,96.59,56,494.96,719.74,96.47,535.41,517.61,510.02
OG0012661:,117.12,483.91,257.97,274.07,235,252.71,599.75,586,377.85,699.98,346.01,497
OG0012662:,1221.02,691.29,1809.69,479.03,1034,2340.22,2664.75,3699,869.01,1892.93,1998.84,1493.05
OG0012663:,647.66,1142.49,1179.34,690.14,1132.02,1005.51,1198.27,1275.22,393.57,1019,709.09,1013.08
OG0012664:,24,35.17,73.53,31.1,47.51,70.03,428.66,85.45,89.99,611.96,150.97,38.06
OG0012665:,146.75,177.89,291.91,100.01,409.41,153.98,204.63,375.05,70.52,283.01,248.67,292.36
OG0012666:,119.81,332.92,176.59,153.71,105.86,169.3,297.36,208.78,299.04,351.66,160.98,171.43
OG0012667:,1,219.01,9,6,51.99,143,50.99,20.78,44,6,3.01,109
OG0012668:,0,11.38,8,0,13,57,9,1277.96,1,3,2,8
OG0012669:,55.1,66.04,75.96,62.26,92.25,131.95,347.15,292.69,109.57,231.4,205.36,107.48
OG0012670:,37.27,67.04,63.01,75.67,76.14,63.67,217,355,49.31,176.56,103,224.69
OG0012671:,423.87,464.12,680.3,567.77,856.31,493.36,1289.47,1518.93,580.94,1217.91,570.31,1203.89
OG0012672:,6,8.01,11,6,14,194,13,1554.69,3,13.62,0,138
OG0012673:,58.5,166.39,234.06,70.34,401.95,313.19,454.77,575.09,84.19,437.48,201.99,368.93
OG0012674:,12.59,12.45,24.04,27.49,18.87,46.34,263.7,393.72,94.22,212.2,165.45,290.39
OG0012675:,13.1,7.41,21,5,18.16,18,34,27.9,234.31,17.99,19.11,39.96
OG0012676:,120.16,81.22,101.01,142.98,52.73,167.62,254.21,192.2,55.97,201.13,163.27,159.37
OG0012677:,47,80,64,16,62.99,67,77,173,27,192.01,247.01,85.01
OG0012678:,145.5,82.47,235.83,68.56,1763.35,255.69,689.6,493.25,194.37,599.62,363.87,520.49
OG0012679:,643.95,716.96,1797.03,233.35,1259.05,1012.28,1307.94,1423.2,447.62,1903.58,1641.99,1324.52
OG0012680:,8,0,10,6,2,27,24,23.72,10,4,14,17
OG0012681:,0,8,3,1,12,5,2,293,0,0,0,8
OG0012682:,738.09,1139,1231.99,1356.07,878.31,1222.88,2786,2505.01,2492.91,2791.88,2115.18,1774.26
OG0012683:,18.49,4.26,36.39,18.05,70.07,46.98,333.51,572.84,214.98,583.83,258.19,300.03
OG0012684:,25.51,20.96,53.64,25.96,70.93,72.25,434.36,701.26,258.24,726.7,313.04,416.78
OG0012685:,34,43,193,82.47,48.5,136,581.01,300.99,36,779.99,109,622
OG0012686:,5002.26,6340.75,18026.93,5109.56,12463.34,7311.27,3339.94,6138.02,2401.74,5183.08,8040.57,7892.57
OG0012687:,2832.44,10588.13,14914.95,4056.66,15468.63,9248.89,2589.64,7107.39,2131.23,4837.68,3882.53,11521.32
OG0012688:,160.01,400.4,348.46,312.99,261.41,295.93,1056.87,1049.52,674.07,1189.49,577.31,786.71
OG0012689:,45.9,106.4,48.39,56.41,203.8,205.44,144.75,253.82,144.33,59.66,149.79,3
OG0012690:,183.78,339.5,380.05,223.18,477.26,343.11,314.91,301.43,111.8,450.66,122.19,161.2
OG0012691:,172.2,321.34,380.31,232.05,435.56,352.41,354.3,357.45,182.22,505.82,176.95,177.45
OG0012692:,14,33,114.53,8,46,87.99,845,525,256.01,548,601.34,633
OG0012693:,3,4,84,1,290,49,21.7,71.01,6.34,6,1,3
OG0012694:,26,116.34,139.09,59,83,162.39,1038.4,1000.78,326.12,965.86,759.38,742.26
OG0012695:,1079.8,1609.29,392.45,191.81,377.7,1436.71,1054.66,376.22,236.59,451.71,356.43,319.2
OG0012696:,223.31,1174.67,636.44,350.66,488.74,484.03,380.32,511.83,207.98,442.6,379.34,480.95
OG0012697:,514.49,2164.82,1195.98,776.45,995.14,939.58,669.44,1009.52,392.78,903.95,726.3,876.78
OG0012698:,0,0,2,0,0,7,12,113,2,0,0,0
OG0012699:,37.73,73.23,108.04,74.29,190.12,110.4,248.57,212.74,167.48,198.66,116.07,123.44
OG0012700:,16,13,22.03,6,90,180,64,734.83,2,12,3,5.1
OG0012701:,2,0,13.99,22,9,32.99,151.99,147.04,14,168.47,74,165
OG0012702:,0,0,3,27,4,11,30,57,25.67,110,34,125.52
OG0012703:,3,0,4.19,0,86.42,81.3,6,750.57,0,4,3,3
OG0012704:,465.73,1185.72,851.59,694.07,1143.25,903.7,1329.73,1332.98,1186.17,1199.54,940.11,1461.97
OG0012705:,1,6,1,3,25.99,37,1,1179.97,0,7,0,21
OG0012706:,3.2,1.01,30.11,7,97.69,249.74,35.96,808.51,32.08,12,0,54
OG0012707:,459.17,622.71,830.81,531.45,768.6,791.64,1036.92,1139.95,380.63,1307.12,761.55,746.88
OG0012708:,9.21,8.79,29.77,66.74,43.58,80.94,283.05,182.19,28.39,264.76,625.77,205.32
OG0012709:,10,10,24.99,21,11.15,43.92,64.22,70.68,39.6,82.95,99.53,39.01
OG0012710:,76.2,101.53,140.69,119.8,241.4,196.14,465.77,535.2,180.66,543.18,142.51,302.19
OG0012711:,31,0,1,0,0,0,77,2,0,0,0,0
OG0012712:,157.01,243.11,467.56,179.25,455.7,379.3,929.46,920,256.08,1011.53,764,583.04
OG0012713:,33.34,14.56,84.77,50.27,86.83,99.83,371.24,675.55,195.14,452.23,293.08,348.47
OG0012714:,104.37,118.18,440.88,81.57,186.55,349.94,1322.53,2272.67,461.16,2097.68,1276.61,1179.44
OG0012715:,31.3,45.98,134.33,48.78,96.5,140.89,695.5,1353.21,327.15,1260.39,816.88,534.16
OG0012716:,24.47,7.85,80.96,49.81,101.21,114.53,71.26,203.65,7.01,133.68,27.29,4.01
OG0012717:,225.01,523.32,408.26,300.05,526.04,536.69,1158.2,671.45,381,711.01,474.71,447
OG0012718:,392.74,461.82,880.63,296.11,1061.44,858.51,2215.54,1770.52,373.42,1971.53,865.94,1514.83
OG0012719:,143.21,100.74,184.9,49.65,195.21,182.51,804.36,694.71,351.05,1043.24,580.83,434.17
OG0012720:,10.05,28.83,42.37,17.47,95.51,47.21,158.23,296.62,73.49,242.32,95.12,117.17
OG0012721:,35,22.99,55.01,27,66,6,63.99,37,14,75.01,57,31.01
OG0012722:,73.2,247.74,150.88,87.02,152.07,246.89,652.77,767.83,407.68,641.93,518.89,443.51
OG0012723:,354.93,961,618.02,390.65,862.01,715.01,1539,2226.01,969.06,1923.89,1302.08,1537.99
OG0012724:,156.43,250.64,484.38,161.22,166.36,208.84,328.47,775.95,98.65,339.03,129.32,171.32
OG0012725:,3,4,35.01,12,38,29,291,225,114,260.61,208,152
OG0012726:,253.05,262.32,333.39,211.27,393.81,168.55,333.56,406.92,132.78,745.64,454.71,176.19
OG0012727:,30.24,46.02,45.76,19.07,41.81,46.05,582.77,512.51,111.11,591.75,294.45,326.87
OG0012728:,321.01,539.01,646.58,612.01,620,606.16,1128.37,1062.7,893,1227.01,978.23,1051
OG0012729:,295.28,1356.98,611.73,832.12,518.58,474.5,797.2,548.35,492.04,607.9,310.15,491.15
OG0012730:,15.09,47.01,40,98.01,27,120.1,369.99,577.41,161,597,276.01,314
OG0012731:,197,200.03,487.91,136.09,201.05,455.35,225.87,342.44,112,435.74,130.02,135.61
OG0012732:,5,11.01,25.03,16.94,48,55.72,97.01,95.13,9,78,3,46.02
OG0012733:,1,8.63,6,0,10.03,24.63,15.47,524.62,7,2,0,43.36
OG0012734:,1346.1,2004.09,3325.25,420.99,1865.99,1555,2521.53,1384.38,1470.02,3697.02,2208.93,2428.03
OG0012735:,518.89,760.44,1195.19,504.56,1990.62,967.64,1530.19,1551.64,595.48,1902.12,967.98,2032.77
OG0012736:,133.01,323.46,521.19,262.91,639.98,1113.63,3374.21,2554.98,1388.57,5616.78,12529.02,3845.45
OG0012737:,58.42,77.13,288.61,30.52,101.49,398.9,1027.84,2488.96,351.57,502.99,1528.33,822.49
OG0012738:,82,90.09,106.41,97.66,168.27,71.14,263.17,322.41,65.99,282.01,188.58,175.47
OG0012739:,44.01,16.91,41.59,70.35,61.73,20.97,197.84,193.59,32.01,157,123.44,102.53
OG0012740:,62.01,69.01,47.24,31.02,250.43,54.51,460.72,284.94,81.24,386.19,265.37,317.03
OG0012741:,1364.61,3847.31,2286.71,2368.63,2197.85,1793.35,3156.64,3154.2,1617.14,3352.98,2914.77,2372.18
OG0012742:,20,150.96,57,296.98,58,77,269.63,403.64,822.09,436.96,266,408.14
OG0012743:,11,6,13.99,69,12,12,8.01,75,8,28,34,49.99
OG0012744:,496.8,878.63,553.42,176.84,624.26,366.22,1208.39,953.46,578.7,1042.32,700.99,928.43
OG0012745:,181.79,455.9,109.84,165.3,192.65,280.02,287.85,95.66,136.42,203.51,118.15,274
OG0012746:,1419.1,3889.06,2289.62,1614.25,2365,1750.03,4011.58,3976.74,2064.49,3655.44,2679.71,2889.07
OG0012747:,124.99,267.99,114.76,111,148,190.79,205,50,27,308,45.82,75
OG0012748:,2787.01,4832.82,10541.14,1830.79,12288.2,9929.87,30843.92,23474.9,6455.79,27765.6,28863.16,18439.62
OG0012749:,8,186.04,39.99,65.02,55.99,57.05,39.99,11,55.76,34.25,24,34.01
OG0012750:,0,0,3,3,1,38.99,6,417,0,3,0,4
OG0012751:,6.2,42.31,42.67,7.93,223.04,174.69,765.23,2677.16,63.91,9,4,159.89
OG0012752:,7.13,11.15,28.02,38.02,42.79,49.93,150.2,86.99,21.74,65.56,50.2,63.36
OG0012753:,3,1,11.29,4.37,64.19,241.91,11.03,714.29,1,6.03,3,74.11
OG0012754:,0,0,1,6,8.99,12,6,585.02,0,2,0,0
OG0012755:,1106.68,1374.83,2346.9,1023.75,1703.3,1451.15,2166.22,1581.4,667.83,2091.8,969.38,1587.1
OG0012756:,21.91,23.3,85.15,56.58,88.79,41.6,126.43,146.74,64.67,308.12,183.06,132.57
OG0012757:,128.02,292.03,54.07,90.47,307.01,269.01,121,483.42,95.78,228.85,34.99,293.04
OG0012758:,640.96,1534.68,1170.13,819,480,724,1318.46,1249.32,650.01,1537.23,970.47,1202.32
OG0012759:,0,519.86,23,6,26.07,506.31,34,5,72.01,8,0,109
OG0012760:,158.07,251.28,325.43,109.14,133.18,333.62,218.08,99.69,64.47,366.51,302.3,148.04
OG0012761:,53.31,300.97,782.49,355.28,71.01,143.14,228.3,19.99,48.04,64,32,237.95
OG0012762:,317.94,791.86,642.56,343.15,900.24,566.42,1135.98,946.51,197,787.18,623.03,503.42
OG0012763:,74.01,79.12,87.34,143.85,56.66,150.94,161.54,355.76,86.46,152.79,25.9,143.05
OG0012764:,247.88,232.01,409.72,118,348.59,239.58,333.97,406,159,271.01,681.72,249
OG0012765:,0,3,0,2,9.34,14,6.16,406.32,13,7,1,23
OG0012766:,423.52,422.99,707.28,288.08,418.57,301.99,608.01,729.9,91.61,492,380.99,433.81
OG0012767:,0,0,0,4,112,83,11,566.1,8,6,0,62
OG0012768:,0,38,10,1,38,80,27.83,982.29,44.86,3.81,2,89.04
OG0012769:,13,17,31,31,16,4,103,77,76,132.01,73,120
OG0012770:,235.87,614.91,510.3,633.34,482.77,636.98,1137.96,1674.64,341.72,965.93,730.96,1104.97
OG0012771:,98.97,603.59,287.97,481.1,310.41,172.81,408.11,417.18,334.77,256.53,150,276.14
OG0012772:,191,112,285.18,196.97,574.99,276,675,841,91,750.25,296.95,452
OG0012773:,87.88,180.66,261.78,133.25,117.51,207.76,104.46,129.55,22.95,114.48,45.69,144.97
OG0012774:,196.13,325.61,288.02,249.82,180.48,371.43,159.31,196.93,26.05,152.52,50.33,171.58
OG0012775:,112.93,347.86,305.04,302.93,120.52,290.99,413.45,572.08,268.26,508.22,165,463.76
OG0012776:,32699.15,67016.1,84045.05,32345.17,60416.47,63163.87,65037.32,64140.71,28961.26,66457.84,46431.77,53801.72
OG0012777:,29.06,34,180.38,53,93.83,122.33,756.37,639.41,214.6,736.95,492,1037.91
OG0012778:,230.92,749.11,820.63,454.99,536.84,704.98,1049.73,1083.41,569.24,1571.42,710.62,827.37
OG0012779:,64.47,140.56,159.43,101.14,105.36,172.35,800.63,873.47,683.72,778.73,396.71,612.5
OG0012780:,0,5,0,0,19,13,2,194,15,0,0,78.69
OG0012781:,39,5,114.02,16.01,93,44.3,195.05,388.62,104,255,357.1,266.99
OG0012782:,648.91,876.95,971.84,405.16,781.61,1102.01,2544.61,3117.43,825.55,4082.82,2424.15,2696.58
OG0012783:,69.12,89.07,85.43,82.96,48.82,150.52,244.39,378.46,96.01,202.52,128.48,129.35
OG0012784:,288.56,599.71,436.51,373.99,350.62,318.54,483.92,509.26,256.21,656.37,217.13,532.68
OG0012785:,0,22,9,9,135.99,138.82,2,2292.66,3,7,9,35
OG0012786:,32.01,72.17,139,35,76,172.99,981.01,1382,580.6,1530.47,1343.01,847.01
OG0012787:,24.2,31.55,94.79,37.58,60.39,101.06,777.17,870,252.95,878.26,682.88,771.98
OG0012788:,26.96,161.51,185.27,148.63,70,170.93,764.91,1036.83,335.52,932.02,671.03,795.55
OG0012789:,32,49,88.01,26,35,90.01,484.64,402.99,240,365,360.19,501
OG0012790:,18.48,47.71,96.75,67.28,82.55,102.44,486.22,715.95,174.48,792.78,795.91,430.96
OG0012791:,6,10,5,0,50.99,54.66,17,744.5,5,1,3,6
OG0012792:,64.33,55,56,32.69,22,104.27,414.26,109.34,34.45,270.11,65.54,69.3
OG0012793:,97.03,101.14,175.23,85.9,101,76.88,441.5,239.82,165,346.32,113.93,269.06
OG0012794:,19.01,562.36,242,119,60.97,131.99,9,7,11,31,14,17
OG0012795:,109.55,305.85,235.88,282.76,74.26,116.46,186.99,202.5,129.18,209.32,190.34,218.29
OG0012796:,54.81,103.43,71.09,35.61,20.01,76.53,324.02,430.65,68.74,409.31,503,175
OG0012797:,3,6,27,13,86,82.57,59.19,1507.04,127.14,5,2,536.69
OG0012798:,19.57,16.52,24.34,6.09,33.89,38.68,203.46,240.12,108.6,200.09,217.49,169.19
OG0012799:,3,34.99,6,31,6,3,89,127.01,13.99,28.99,14,0
OG0012800:,171.17,302.07,401.02,184.42,397.31,611.45,889.15,1526.6,370.71,1251.59,811.73,1079.85
OG0012801:,0,8.3,12.44,8.34,20.91,34.19,48.51,130.04,9.48,123.05,57.65,67.48
OG0012802:,0,18,4,4,92,126,18,716.75,1,8.99,0,99.01
OG0012803:,64.86,74.56,185.49,58.64,237.49,262.65,360.68,485.64,64.89,566.58,169.5,451.77
OG0012804:,69.12,74.84,190.21,55.38,218.59,256.84,388.29,480.67,70.95,527.13,142.48,436.21
OG0012805:,0,0,14.04,5.03,9.17,9.86,98.39,54.05,7.13,31.54,49.8,12.9
OG0012806:,152.09,222.65,276.53,451,353.65,322.85,750.51,954.37,218.28,603.09,560.78,783.36
OG0012807:,0,0,3,3,1,0,1.01,3.25,10.78,19.3,93.49,17.87
OG0012808:,120,330.99,217.01,214.01,209,169,715.48,668.71,576.77,990,753.23,675
OG0012809:,53,1,107.05,41.01,94.01,128,415.99,285.99,133,269.98,209.99,301.99
OG0012810:,43.79,100.98,163.66,86.13,106.98,189.77,597.58,650.27,178.99,702.95,537.19,409.17
OG0012811:,17.47,8,21.54,15.08,24.26,9.5,230.92,152.05,173.82,144.53,97.32,147.28
OG0012812:,20.08,91,109.88,74.09,59.02,171.27,409.06,423.95,89.94,334.89,176.53,218.61
OG0012813:,195.75,338.11,529.58,90.59,511.04,454.38,2796.14,1641.14,399.01,2104.23,945.74,1628.81
OG0012814:,25,93,79.23,38.95,19,21,173.58,71.38,27,30,95.12,5
OG0012815:,27,34,43,88,146.01,47.51,133.26,131,42,230,77,113.99
OG0012816:,53.81,92.34,84.07,39.09,55.61,56.31,89.61,405.2,83.46,307.79,132.28,210.59
OG0012817:,52.69,39.4,174.36,31.82,95.71,158.94,848.42,991.61,570.82,842.54,1125.74,636.07
OG0012818:,83,309.12,223.23,264.99,165,209.52,858.67,862.36,793.18,922.38,517.14,905.79
OG0012819:,28,57.93,86.99,47.39,32.8,41.96,346.28,339.67,211.73,391.48,216.08,256.21
OG0012820:,10.99,96,62.04,67.36,38.02,85,11,39,14,10,8,26.04
OG0012821:,630,796.41,890.48,414.46,1611.03,819.08,1567.19,1500.1,416.31,1087.1,843.41,1253.56
OG0012822:,4.85,2,4,9,6.52,16.38,115.93,104.38,15.3,67.09,80.54,48.8
OG0012823:,1410,1326.96,2543.32,485.98,2945.01,2599.04,7250.5,9595.22,2036.09,7150.28,10362.39,9016.45
OG0012824:,29.49,59.01,36,361.28,66.28,63.9,264.64,359.58,75.48,303.52,145.38,209.93
OG0012825:,1522.86,4419.25,3238.97,2111.11,4161.65,3461.89,2933.32,3601.54,1354.89,3399.81,1538.18,2708.3
OG0012826:,962.71,7068.1,2158.45,505.31,1192.84,1415.77,2862.38,2363.83,966.47,7450.3,16344.91,1286.14
OG0012827:,189.95,309.49,717.84,225.94,620.02,718.48,4852.67,4290.24,1465.66,4008.25,3448.06,2570.79
OG0012828:,5,42.95,19,31,132,288.98,11,5719.62,1.95,43.73,4,126
OG0012829:,167.77,248.5,382.74,238.32,253.96,314.41,1436.25,1550.88,371.72,1052.08,1088.77,1234.11
OG0012830:,85.36,647.9,139.32,159.59,342.92,274.71,428.21,489.41,176.74,486.04,410.92,152.83
OG0012831:,319.72,246.73,376.84,254.37,351.95,487.89,457.09,453.25,119.06,590.76,189.96,153.11
OG0012832:,86.12,191.5,224,119.67,185.26,328.04,919.41,1090.8,511.61,1086.58,988.88,726.8
OG0012833:,58.3,42.06,57.93,152.96,45.51,62.94,512.51,131.72,219.77,537.01,62.49,209.9
OG0012834:,329.71,372.47,312.06,281.61,347.49,377.78,1007.09,286.28,354.24,1252,138.51,576.93
OG0012835:,152,223.23,470,243.87,302.99,641.33,3524.77,3688.09,966.75,4838,2892.58,3017.36
OG0012836:,104.5,277.01,252.57,240.59,210.16,345.01,462.04,495.98,88.76,213.01,243.46,278.17
OG0012837:,1,3.16,9,5,28,36.91,6.12,1315.73,10.99,1,0,27.01
OG0012838:,128.99,129.12,196.95,152.96,116,226.96,505.99,593.56,201,261.96,278,168.01
OG0012839:,332.93,694.33,989.53,1356.89,530.65,641,585.48,793.12,399.12,1585.99,260.96,455.99
OG0012840:,237.81,357.96,430.46,306.77,553,338.57,1005.58,1334.96,492.35,1456.02,1060.66,835.75
OG0012841:,130.28,524.23,209.91,154.74,108,91,76.99,54,18,45.97,27.01,14
OG0012842:,69.03,111.98,230,91.99,186.79,230.18,432.09,1264.13,245.5,822.94,458,880.58
OG0012843:,5.99,38.83,5.1,35.27,9,2,51.31,13,24,21,5,3
OG0012844:,634.95,1311.83,1602.17,682.8,1427.58,1656.8,2847.52,7989.72,630.83,3763.91,1483.85,3601.77
OG0012845:,8,0,59,43,95.99,4,17,85.24,11.01,2,15,12
OG0012846:,57.03,413.11,408.84,262.41,273,287.99,532.94,354.97,141,89.63,134.3,57.84
OG0012847:,2,22,4,0,2,236.68,3,0,0,2,0,0
OG0012848:,4,14,28,3,1,44,27,20.01,8.01,9,178,0
OG0012849:,2.01,7,9,5.99,30,19.98,4,107,1,5,1,17.78
OG0012850:,0,31,1,0,23,5,3,42,19,4,0,54
OG0012851:,0,0,12,0,1,6,57,31,90,0,0,61.06
OG0012852:,90.64,167.64,190.2,166.78,156.88,199.86,830.4,576.76,277.53,404.44,484.29,486.16
OG0012853:,64.87,250.16,218.64,109.33,95.97,373.19,526.53,1012.23,185.42,953.34,389.58,605.52
OG0012854:,416.37,279.38,668.54,226.43,436.27,490.35,383.48,501.07,131.29,349.29,170.13,318.71
OG0012855:,5,12,42.06,30.06,20,47.03,350.89,187.69,130.38,432.94,236.93,283
OG0012856:,4.55,3.53,21.57,3,11.71,23.06,161.02,89.94,30.67,144.38,79.07,52.6
OG0012857:,22.14,59.01,77.37,43.97,51.09,77.56,973.92,649.63,206.97,820.03,403.61,517.63
OG0012858:,80,139.01,93.01,30,114.99,71.99,192,103.89,64.99,217.99,53,107
OG0012859:,32.2,129.4,219.28,62.18,217.07,262.95,387.9,749.63,197.7,689.37,416.01,344.42
OG0012860:,250,141.86,510.17,303.2,724.2,232.62,853.13,747.53,474.11,634.53,842.45,872.4
OG0012861:,813.59,3155.43,1223.42,1717.24,1069.69,1322.93,2492.5,2577.08,1767.61,3192.16,1516.26,1647.52
OG0012862:,367.02,960.5,706.58,629.46,1431.47,836.25,843.88,819.73,249.28,565.47,206.22,587.51
OG0012863:,262.59,387.99,575.61,271.53,439.46,548.67,2068.99,2273.66,879.46,2360.52,2122.37,1257.89
OG0012864:,912.83,1801.47,1876.8,892.35,2079.04,1472.54,2714.58,3039.25,1006.7,2774.61,1781.65,2173.99
OG0012865:,0,5,7,6,80,96,0,1725.58,6,10,2,18.63
OG0012866:,2,17,8.36,11.17,21,25.09,107.79,84.69,24.77,105.22,50.83,124.22
OG0012867:,387.83,483.85,813.77,250.14,1035.79,870.37,2066.46,1567.41,344.01,2285.38,1159.29,1576.91
OG0012868:,167.77,1000.53,396,704.26,392.86,377.53,490.85,324.85,436.1,417.14,364.04,500.29
OG0012869:,6,61.69,33.99,185.95,43,52.57,29.63,87.93,20.61,51.77,52.66,64.75
OG0012870:,97,104.01,219.06,100.87,204,256,1465,2231.07,846,2002.65,988,1270.09
OG0012871:,7,8,26.84,0,12,26.01,234.32,137.02,150.01,34.12,281.9,73.06
OG0012872:,69,104.99,174.19,77,97,160,1207,1310.01,451,803.2,1009,734.99
OG0012873:,219.99,792.9,467.33,295.89,645.99,339.81,1079.29,1165.3,414.59,1104.55,433.38,610.73
OG0012874:,31,169.97,81,920.63,70.01,132.01,217,286.39,36,196.99,160,184.01
OG0012875:,67.73,293.33,163.37,380.39,119.07,120.49,381.75,549.15,492.9,397.55,309.5,444.64
OG0012876:,23,82.61,55.39,12.46,47,99.24,53,221.42,28.66,186.39,33,171.75
OG0012877:,123,190,189,191.01,264,281,913.95,719.14,385.03,807,427.22,861.94
OG0012878:,0,25.84,1,9,12,36.54,30.82,48.79,29.01,32.59,31.96,43
OG0012879:,39,165.16,67,111.21,46.99,85.46,421.45,413.25,367.31,661.58,313.95,283.15
OG0012880:,666.71,483.31,1189.91,285.09,1129.04,788.36,1663.29,1630.18,670.1,1613.93,3159.13,2408.79
OG0012881:,2539.19,2910.67,5022.85,1648.18,3066.6,2957.02,4930.3,4737.16,1669.39,3736.34,3193.33,3676.6
OG0012882:,2718.5,3048.75,4995.23,1826.18,3172.43,3084.32,4938.56,4610.19,1669.46,4092.17,3173.14,3668.81
OG0012883:,104,130.33,625.78,305,336.99,459,2238.19,2635.48,1052.99,2428.3,2309.93,1887.12
